client_hash_id,content_hash_id,impressions_mar,clicks_mar,ctr_mar,avg_position_mar,content_age_days,word_count,baseline_score,model_prob,final_score,reason_code,action_label,is_declining_next_month
client_000000b65f,content_00000001e9dc,143,2,1.3986013986013985,25.32817704016447,737,3702,5.431443270145478,0.8162760025484838,0.5714182500680328,OTHER,refresh_candidate,1
client_000000e587,content_0000000ddd59,366,1,0.273224043715847,38.47987507290548,664,1818,9.270546052238677,0.8161310601840248,0.5713344952718911,OTHER,refresh_candidate,1
client_0000018417,content_000000086e44,635,1,0.15748031496062992,23.09770260010409,471,1537,26.35105970629985,0.8152644986756007,0.5708066727263731,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000041c,content_0000000d00d7,5212,56,1.0744435917114352,26.07875451965034,560,1571,192.47561759968647,0.8141517233670404,0.570793849605889,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000014ede,content_000000056a6d,104,1,0.9615384615384616,16.356977645682566,679,1831,5.9918265796620025,0.8148939361645556,0.5704533879290166,OTHER,refresh_candidate,1
client_00000161d9,content_000000080776,3026,10,0.3304692663582287,22.00152554654376,692,2132,131.55649149778637,0.8138962608945552,0.5703340840514977,STALE_VISIBLE_PAGE,refresh_candidate,1
client_00000185fe,content_0000000a20f5,478,1,0.20920502092050208,13.963722534744175,549,1792,31.943922970379514,0.8144522270123798,0.5702638752696865,OTHER,refresh_candidate,0
client_0000005518,content_0000000611c2,243,1,0.411522633744856,20.420275962915554,552,3126,11.344391660532315,0.8144479606435022,0.5701658895844168,OTHER,refresh_candidate,1
client_00000049a9,content_00000004c2be,249,0,0.0,11.553311367934024,650,1500,19.835403799195294,0.8141434397251958,0.5699918830941815,OTHER,refresh_candidate,1
client_000000f544,content_00000007d8cb,137,2,1.4598540145985401,21.547760354542632,635,2710,6.075991488547066,0.8141825397220563,0.5699557985640831,OTHER,refresh_candidate,1
client_000000f10a,content_0000000bbc64,291,1,0.3436426116838488,23.47849560330428,340,2918,11.887985467567653,0.8141367226113538,0.5699505298631976,OTHER,refresh_candidate,1
client_00000134a5,content_0000000a61b4,836,4,0.4784688995215311,28.611548486463185,580,2522,28.232228395018737,0.813976716524271,0.569913900639737,STALE_VISIBLE_PAGE,refresh_candidate,0
client_0000000996,content_00000009e635,247,2,0.8097165991902834,24.39979416817815,976,1702,9.724488252328092,0.8138459684958458,0.5697370245435307,OTHER,refresh_candidate,1
client_00000000c8,content_0000000d967f,311,0,0.0,26.479374974965797,981,1284,11.317579103721485,0.8138108673371053,0.5697198006179911,OTHER,refresh_candidate,0
client_00000005ac,content_000000088928,207,3,1.4492753623188406,26.797996843789036,868,963,7.446579736059307,0.8136524754974643,0.5695910743732087,OTHER,refresh_candidate,1
client_0000006e6c,content_0000000b088f,131,1,0.7633587786259542,24.767808102974588,332,3531,5.083862759164122,0.8131403424585076,0.569221685061789,OTHER,refresh_candidate,1
client_000000a4ef,content_00000001ce66,199,3,1.5075376884422111,40.47779401757708,557,3527,4.797747920626386,0.8129891448520886,0.5691145272563765,OTHER,refresh_candidate,1
client_0000006847,content_000000033301,553,1,0.18083182640144665,20.419584669724827,461,3160,25.81749406101366,0.8125632785628234,0.5689133579931974,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000015741,content_00000009f1a3,384,1,0.2604166666666667,23.70260765532315,610,1101,15.544917579470688,0.8125992463052105,0.568891161188138,OTHER,refresh_candidate,0
client_0000015e8a,content_00000002ebd9,1392,5,0.35919540229885055,32.063411950934345,398,1874,42.10091814074449,0.8123893082361009,0.5688666733226211,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000739e,content_00000008f451,1402,11,0.7845934379457917,38.60069232791418,737,3362,35.40342144502717,0.8124158711934145,0.5688543804274148,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001332b,content_00000003b2ba,112,0,0.0,13.543095132543302,866,968,7.701249216844901,0.8121825845376929,0.5685633251651692,OTHER,refresh_candidate,1
client_000000c5a7,content_00000008a7bf,919,1,0.1088139281828074,23.350542736310945,779,1908,37.74043190542974,0.8117547374778831,0.5684023644594907,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000011a9d,content_00000002aa2e,148,1,0.6756756756756757,23.54663682361566,517,2033,6.029339215122667,0.8119372843410921,0.5683839046502842,OTHER,refresh_candidate,1
client_0000013056,content_000000055322,245,6,2.4489795918367347,35.734757232611074,685,1727,6.669432941903387,0.8118919789124678,0.5683551427819379,OTHER,refresh_candidate,1
client_0000014f2d,content_000000026c3a,1347,1,0.07423904974016332,20.694382327429057,492,1813,62.0898064609535,0.8112471154960055,0.5681593215184102,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000ec23,content_000000045e8a,296,0,0.0,17.88046631504757,567,1683,15.677578882894991,0.8115345833294019,0.5681465089015783,OTHER,refresh_candidate,1
client_000000a6be,content_00000000f4d4,363,0,0.0,13.039764405857962,584,1413,25.855134709279138,0.8112945055345908,0.5680253904614855,OTHER,refresh_candidate,1
client_000000e51d,content_00000008fe50,124,0,0.0,27.6872541325635,690,1597,4.322477133119723,0.8111040758866164,0.5677927871657528,OTHER,refresh_candidate,1
client_000001579f,content_000000082383,1745,17,0.9742120343839542,31.036470662495848,688,1870,54.46917103895655,0.8107366371408066,0.5677668424490665,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000005925,content_0000000b7289,4395,7,0.15927189988623436,21.818041250833243,604,1581,192.61074829722767,0.8093003825319749,0.5673985342059984,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000011786,content_000000009ee5,184,2,1.0869565217391304,34.79469096015305,608,2836,5.140427115429781,0.8104289324305763,0.5673239589010909,OTHER,refresh_candidate,1
client_00000158dc,content_000000050d2d,2262,15,0.6631299734748011,31.83343743128252,477,1147,68.89318258967451,0.8097351008189402,0.5671322864958657,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001614d,content_000000005a92,137,2,1.4598540145985401,19.755552712700542,677,1168,6.60064330236642,0.8097989353742255,0.566889695066757,OTHER,refresh_candidate,1
client_0000010993,content_0000000e746e,302,2,0.6622516556291391,22.601326059016785,776,4767,12.795891181911882,0.8097094730096509,0.5668556421470302,OTHER,refresh_candidate,1
client_000000523c,content_00000006f849,200,1,0.5,19.870991668700828,606,1741,9.582678349679469,0.8095730517432458,0.5667453288294457,OTHER,refresh_candidate,1
client_0000008512,content_0000000a32a2,795,3,0.37735849056603776,21.19199988581554,597,1704,35.82372044387672,0.8092384977354248,0.5666321573072337,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000004ab5,content_0000000f1aff,364,3,0.8241758241758241,22.01694963909031,660,1725,15.81443265539448,0.8093452706471728,0.5666146211550087,OTHER,refresh_candidate,0
client_0000008721,content_00000001c757,122,0,0.0,36.87967723659587,318,1345,3.2207243804636962,0.8092070885330405,0.5664598150453706,OTHER,refresh_candidate,0
client_0000014741,content_0000000731cd,364,1,0.27472527472527475,24.74482563480571,482,3328,14.13876346118617,0.8091104760280573,0.5664425372080283,OTHER,refresh_candidate,1
client_000001737f,content_0000000671f4,1781,17,0.9545199326221224,33.66267980205447,671,1713,51.38090909792957,0.8088602319076181,0.566439116592994,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001642c,content_00000003051f,228,1,0.43859649122807015,11.202655975758397,821,2543,18.684456929126018,0.8088886142879008,0.5663081974458045,OTHER,refresh_candidate,1
client_00000143d9,content_000000082e5e,866,8,0.9237875288683602,24.506683720830402,566,2215,33.95188529713757,0.8086082462924132,0.5661823489214934,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000550a,content_0000000b6aa1,222,6,2.7027027027027026,32.54403499132755,747,1751,6.618166241997891,0.8084294525149066,0.565931137876088,OTHER,refresh_candidate,1
client_0000006c84,content_0000000c1668,243,0,0.0,21.42881100908692,507,3168,10.83427917340557,0.808105630424724,0.5657239059363897,OTHER,refresh_candidate,1
client_00000000ed,content_0000000e6e2d,307,1,0.3257328990228013,23.96553916458787,303,1918,12.29695052752801,0.8076376331395578,0.5654030532644234,OTHER,refresh_candidate,1
client_000000d46d,content_000000091e59,170,5,2.9411764705882355,38.04700875192964,692,1250,4.353726583258414,0.8075692274266497,0.5653185373574243,OTHER,refresh_candidate,1
client_0000010820,content_000000032b70,118,0,0.0,30.493319495117163,680,1059,3.7468263711704046,0.8075124518284182,0.5652759955860972,OTHER,refresh_candidate,1
client_000001577f,content_000000007b72,206,5,2.4271844660194173,26.977817106489326,768,1874,7.362976146992513,0.8073705141154417,0.5651933158496255,OTHER,refresh_candidate,1
client_000000ae95,content_00000007cd27,108,0,0.0,34.20726605922407,380,3277,3.067548608242608,0.8070201967669617,0.5649282844056664,OTHER,refresh_candidate,0
client_000000c3ee,content_0000000afa92,310,1,0.3225806451612903,13.987997039346755,560,1585,20.683217322913965,0.8066815365984356,0.5647724607822436,OTHER,refresh_candidate,1
client_000000282d,content_0000000eb4d0,182,0,0.0,22.51246612915093,606,891,7.74057468069481,0.8067563496374242,0.5647651420929263,OTHER,refresh_candidate,1
client_000000c44d,content_000000090c39,247,1,0.4048582995951417,12.925786148633613,757,1342,17.73688015625857,0.8064978304428555,0.5646302787975178,OTHER,refresh_candidate,1
client_000000f178,content_0000000a50c6,606,3,0.49504950495049505,15.231797304187683,624,1554,37.334128109378035,0.8063059251547849,0.5645863220748372,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000001f1f,content_0000000224ad,964,5,0.5186721991701245,32.677813290406675,393,1840,28.624186246516224,0.8062166555791673,0.5644836655772001,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000091c,content_0000000ad09e,253,1,0.3952569169960474,11.893444677448693,623,1755,19.62237449566214,0.8061769609818139,0.5644143655427641,OTHER,refresh_candidate,1
client_000000fdd5,content_0000000a6bdc,378,3,0.7936507936507936,22.634103326712108,595,2099,15.993837158728628,0.8054385203059424,0.563880723279105,OTHER,refresh_candidate,1
client_0000017c27,content_0000000c3146,281,2,0.7117437722419929,15.476711410060583,728,1168,17.054374080280553,0.8053373543142214,0.5638147979819937,OTHER,refresh_candidate,1
client_00000155b6,content_000000070ff6,794,0,0.0,24.714276949398855,218,1314,30.877788302679146,0.8051473286371822,0.5637455296947285,STALE_VISIBLE_PAGE,refresh_candidate,0
client_00000015ba,content_00000001d2aa,547,1,0.18281535648994515,14.246876981793827,568,895,35.876199476992454,0.8050003193108072,0.5636656744284974,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001642f,content_0000000ef970,133,1,0.7518796992481203,25.798048319783398,561,1806,4.963047995618922,0.8050894163004894,0.5635854795875699,OTHER,refresh_candidate,1
client_000000e39c,content_0000000c8a00,1064,12,1.1278195488721805,36.583281498603284,707,1429,28.310460331664803,0.8048869455880402,0.5635514217679972,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000017e2d,content_00000005c7f3,114,0,0.0,24.948523289830494,275,1144,4.393313589628348,0.804886499121375,0.5634408101078375,OTHER,refresh_candidate,1
